编号,姓名,昵称,船票,学分,大区,城市
3007,王杰,王杰_389,228,384,东北,哈尔滨
3008,罗霞2024,罗霞2024,261,765,西北,西安
3009,刘磊Tech,刘磊Tech,642,412,华中,南昌
3010,杨燕DISC,杨燕DISC,170,530,华北,石家庄
3011,徐杰DISC,徐杰DISC,844,370,西南,昆明
3012,吴磊,吴磊,977,313,西北,乌鲁木齐
3013,周鹏Tech,周鹏Tech_590,540,275,东北,长春
3014,刘燕,刘燕,913,355,西北,乌鲁木齐
3015,李丽,李丽,632,546,华北,呼和浩特
3016,张敏,张敏,393,260,东北,长春
3017,罗鹏DISC,罗鹏DISC_342,818,770,华北,石家庄
3018,赵磊_Pro,赵磊_Pro_461,678,679,西南,成都
3019,孙娜,孙娜,910,199,东北,长春
3020,杨军,杨军_442,806,727,华中,长沙
3021,郭明,郭明_282,732,237,东北,大连
3022,徐勇DISC,徐勇DISC_848,494,60,华中,郑州
3023,赵峰,赵峰_140,385,705,华南,珠海
3024,林伟,林伟,128,676,东北,沈阳
3025,王伟,王伟,713,443,东北,长春
3026,罗静,罗静,563,375,华东,上海
3027,胡丽,胡丽,559,184,华中,长沙
3028,何海Tech,何海Tech_433,654,308,西北,银川
3029,罗伟Tech,罗伟Tech_546,834,474,华南,珠海
3030,胡丽,胡丽,759,392,华中,郑州
3031,黄勇,黄勇,649,765,华北,太原
3032,杨静,杨静,190,241,华南,深圳
3033,高海@AI,高海@AI,503,312,西南,贵阳
3034,李伟,李伟_637,248,214,华中,长沙
3035,陈芳,陈芳_411,906,631,华中,武汉
3036,周娜,周娜_672,647,740,华中,郑州
3037,孙伟,孙伟_393,600,654,西南,拉萨
3038,郭丽,郭丽,734,636,华北,天津
3039,陈丽,陈丽_670,583,184,华南,海口
3040,吴强DISC,吴强DISC,779,150,华北,呼和浩特
3041,吴杰,吴杰,980,655,西北,西宁
3042,郭明,郭明_420,500,347,华北,石家庄
3043,陈鹏,陈鹏,960,319,华北,天津
3044,黄涛@AI,黄涛@AI,736,748,华北,天津
3045,赵海_Pro,赵海_Pro,707,706,华北,天津
3046,李燕2024,李燕2024_384,399,621,华南,深圳
3047,杨静,杨静,263,629,西南,重庆
3048,杨芳,杨芳,376,592,华中,长沙
3049,黄峰Tech,黄峰Tech,101,470,西北,乌鲁木齐
3050,李强2024,李强2024_566,128,747,华中,南昌
3051,黄军,黄军,916,190,西北,乌鲁木齐
3052,李勇,李勇,941,303,西南,重庆
3053,李洋,李洋_859,389,793,华北,石家庄
3054,林涛,林涛,683,337,华南,广州
3055,张军,张军,192,745,华东,杭州
3056,罗敏,罗敏,319,404,华东,上海
3057,罗明,罗明_246,332,393,西南,拉萨
3058,林强,林强,685,728,西南,拉萨
3059,吴芳Tech,吴芳Tech,717,532,华南,南宁
3060,罗芳2024,罗芳2024_218,586,117,西北,兰州
3061,吴静,吴静,828,65,华中,郑州
3062,林丽,林丽,143,739,华南,深圳
3063,吴燕,吴燕,984,496,华中,长沙
3064,赵鹏DISC,赵鹏DISC_191,749,784,西南,拉萨
3065,赵军,赵军_182,214,546,华北,北京
3066,朱霞DISC,朱霞DISC,376,631,华南,佛山
3067,朱洋,朱洋_966,421,542,华北,呼和浩特
3068,王军_Pro,王军_Pro_628,825,488,华北,石家庄
3069,陈辉,陈辉_308,899,436,华北,呼和浩特
3070,何敏,何敏,623,215,华中,武汉
3071,周丽,周丽_803,640,773,华南,珠海
3072,李娜,李娜,843,670,华东,杭州
3073,周杰,周杰,787,427,华北,太原
3074,朱丽,朱丽,231,560,华东,南昌
3075,吴鹏,吴鹏,611,637,西南,拉萨
3076,王静Tech,王静Tech,590,271,西南,成都
3077,朱伟,朱伟,363,350,华东,南昌
3078,朱霞,朱霞_261,476,385,东北,沈阳
3079,何鹏,何鹏,569,92,华南,海口
3080,杨强_Pro,杨强_Pro_698,709,315,华南,深圳
3081,郭敏,郭敏,596,669,东北,长春
3082,刘勇,刘勇_628,485,518,西北,兰州
3083,高霞,高霞_299,746,212,华中,长沙
3084,徐军,徐军,122,168,华中,南昌
3085,张杰,张杰,959,172,华东,上海
3086,赵洋,赵洋_421,489,172,东北,长春
3087,李辉,李辉,433,256,华东,南昌
3088,黄娜DISC,黄娜DISC_461,825,419,西北,银川
3089,杨芳,杨芳,772,188,华中,郑州
3090,朱芳Tech,朱芳Tech,948,208,华中,南昌
3091,黄芳,黄芳,519,775,华南,佛山
3092,马静,马静,689,321,东北,长春
3093,张丽,张丽,604,71,华南,广州
3094,朱强,朱强,290,89,华南,南宁
3095,杨磊,杨磊,931,718,东北,大连
3096,胡丽Tech,胡丽Tech_430,997,736,西南,昆明
3097,张伟2024,张伟2024,313,572,东北,长春
3098,罗军,罗军_506,440,93,西南,成都
3099,杨强,杨强_815,514,574,华北,天津
3100,张鹏_Pro,张鹏_Pro,717,55,西南,拉萨
3101,何丽,何丽_532,278,363,东北,沈阳
3102,朱杰@AI,朱杰@AI,820,703,东北,哈尔滨
3103,黄杰DISC,黄杰DISC_814,772,651,华中,武汉
3104,张磊,张磊_786,981,407,西北,兰州
3105,吴明2024,吴明2024_209,764,407,华北,石家庄
3106,赵伟,赵伟,272,103,西北,银川
3107,马明2024,马明2024,165,275,华北,北京
3108,黄海,黄海,717,147,华中,南昌
3109,罗伟@AI,罗伟@AI_629,273,580,华北,北京
3110,黄丽,黄丽,577,742,华中,南昌
3111,林芳,林芳_430,119,385,华南,南宁
3112,孙丽2024,孙丽2024,967,224,西南,贵阳
3113,胡磊,胡磊,796,645,华南,佛山
3114,高丽,高丽,804,578,东北,沈阳
3115,张强2024,张强2024,387,170,东北,哈尔滨
3116,马明,马明,682,176,华北,北京
3117,杨霞Tech,杨霞Tech_100,127,543,华南,广州
3118,罗强,罗强_108,696,457,东北,大连
3119,马海@AI,马海@AI,720,667,华中,南昌
3120,胡峰Tech,胡峰Tech,912,743,华北,呼和浩特
3121,徐涛,徐涛_301,218,506,西北,西宁
3122,张磊,张磊_846,593,348,西北,西宁
3123,郭伟,郭伟,728,64,华北,天津
3124,何霞,何霞_207,315,595,西南,贵阳
3125,徐敏,徐敏,863,631,华东,南昌
3126,周敏,周敏_166,349,599,东北,沈阳
3127,李霞,李霞,977,486,华东,南京
3128,刘伟,刘伟_147,888,662,华北,北京
3129,刘峰,刘峰_681,453,189,华中,南昌
3130,赵磊,赵磊,658,645,西南,重庆
3131,周鹏2024,周鹏2024_141,441,643,华北,石家庄
3132,黄鹏,黄鹏,831,537,西北,西宁
3133,张勇@AI,张勇@AI_520,397,516,西北,西安
3134,张鹏DISC,张鹏DISC,863,232,华东,南昌
3135,李峰DISC,李峰DISC_595,956,313,华东,南昌
3136,黄涛,黄涛_648,467,296,华南,珠海
3137,吴鹏,吴鹏,358,702,华北,呼和浩特
3138,吴军,吴军,898,589,西南,重庆
3139,王娜,王娜,218,287,华南,南宁
3140,罗磊,罗磊,322,147,华东,南昌
3141,马丽,马丽_567,810,238,西北,兰州
3142,周霞,周霞_709,447,654,华南,海口
3143,王明2024,王明2024_258,901,673,西南,拉萨
3144,马明,马明,298,168,东北,哈尔滨
3145,朱鹏,朱鹏,671,96,西南,拉萨
3146,胡洋2024,胡洋2024,481,718,西南,成都
3147,郭伟,郭伟_895,452,567,东北,长春
3148,孙敏@AI,孙敏@AI,611,676,西北,乌鲁木齐
3149,周军_Pro,周军_Pro,592,497,华南,佛山
3150,刘峰@AI,刘峰@AI,361,800,东北,大连
3151,胡静,胡静,650,452,华中,郑州
3152,何强,何强_151,188,444,华南,深圳
3153,黄洋,黄洋,696,238,华中,长沙
3154,黄军,黄军_645,180,726,西北,西宁
3155,胡磊,胡磊_737,464,370,西北,乌鲁木齐
3156,马峰,马峰,556,457,东北,大连
3157,朱洋,朱洋_816,533,102,华北,太原
3158,陈杰,陈杰_585,238,278,华北,呼和浩特
3159,朱磊,朱磊_442,965,165,东北,大连
3160,吴磊,吴磊,252,60,西南,拉萨
3161,郭娜_Pro,郭娜_Pro,408,636,西南,重庆
3162,刘霞,刘霞_773,978,282,西南,贵阳
3163,张霞,张霞_737,687,68,华中,南昌
3164,张辉,张辉,897,797,华南,南宁
3165,罗磊Tech,罗磊Tech_433,418,203,华中,南昌
3166,陈敏,陈敏,730,155,西南,昆明
3167,刘涛,刘涛,319,591,东北,长春
3168,黄霞,黄霞_225,402,648,西北,乌鲁木齐
3169,朱勇,朱勇,493,537,华南,南宁
3170,胡磊,胡磊_517,625,273,西北,兰州
3171,周静,周静,248,753,华北,太原
3172,孙海,孙海_993,238,528,华南,深圳
3173,吴丽DISC,吴丽DISC,391,291,西北,兰州
3174,胡辉Tech,胡辉Tech_564,214,244,华北,太原
3175,吴峰,吴峰,369,695,西北,西安
3176,胡涛@AI,胡涛@AI_408,871,421,东北,哈尔滨
3177,罗勇,罗勇,717,599,西北,西宁
3178,张丽,张丽,401,765,华东,合肥
3179,周洋,周洋_676,627,117,东北,长春
3180,罗静,罗静,549,347,西北,兰州
3181,赵军2024,赵军2024,904,744,华北,太原
3182,李杰,李杰,242,315,华南,珠海
3183,高敏DISC,高敏DISC_583,384,625,华南,海口
3184,杨磊,杨磊_988,160,387,华北,太原
3185,何娜2024,何娜2024,290,179,西北,银川
3186,徐芳_Pro,徐芳_Pro_834,312,684,东北,大连
3187,黄磊DISC,黄磊DISC,635,724,华中,南昌
3188,朱杰,朱杰_175,725,488,西南,成都
3189,赵霞,赵霞,423,443,华北,石家庄
3190,刘燕,刘燕,565,99,西南,贵阳
3191,郭燕,郭燕,200,414,西南,重庆
3192,王勇,王勇,166,159,华北,太原
3193,赵洋,赵洋,115,67,华中,南昌
3194,李静,李静,962,640,东北,大连
3195,徐辉,徐辉,783,789,西北,西安
3196,杨勇@AI,杨勇@AI,628,89,西北,兰州
3197,周丽,周丽,733,72,华中,郑州
3198,徐明DISC,徐明DISC_705,911,447,西北,兰州
3199,吴海,吴海,413,762,西南,昆明
3200,王霞2024,王霞2024_350,592,189,西南,贵阳
3201,陈丽,陈丽_987,136,755,西南,拉萨
3202,高霞@AI,高霞@AI_476,525,317,华中,南昌
3203,高鹏,高鹏_237,642,639,华东,上海
3204,马静,马静,413,233,华北,石家庄
3205,胡海,胡海,656,156,华北,呼和浩特
3206,罗燕,罗燕_658,675,584,华东,福州
3207,陈强Tech,陈强Tech_564,495,313,华北,呼和浩特
3208,朱洋2024,朱洋2024_379,514,463,西南,拉萨
3209,刘静,刘静_735,704,633,东北,沈阳
3210,郭鹏Tech,郭鹏Tech_603,735,121,华北,呼和浩特
3211,赵强Tech,赵强Tech_100,929,461,东北,长春
3212,周静,周静_132,299,201,西北,兰州
3213,罗伟,罗伟,744,258,华东,济南
3214,罗军Tech,罗军Tech_191,455,207,华南,深圳
3215,徐芳,徐芳_369,781,611,东北,大连
3216,朱霞,朱霞,662,651,西南,拉萨
3217,陈静,陈静,558,391,西南,贵阳
3218,赵娜,赵娜,611,274,华中,长沙
3219,李海,李海_771,733,519,华东,南京
3220,吴伟,吴伟_707,694,742,西南,成都
3221,刘娜,刘娜,679,711,华中,南昌
3222,黄军,黄军,462,737,西南,拉萨
3223,张强@AI,张强@AI_900,885,685,华北,北京
3224,胡洋_Pro,胡洋_Pro_336,645,513,华中,长沙
3225,何勇,何勇_336,606,632,西南,拉萨
3226,朱明,朱明,178,136,西南,昆明
3227,王磊,王磊_709,664,246,华中,郑州
3228,何鹏,何鹏,897,433,华中,郑州
3229,黄强,黄强,137,549,西南,拉萨
3230,胡明_Pro,胡明_Pro_642,249,416,华中,长沙
3231,吴勇DISC,吴勇DISC_249,717,90,华北,天津
3232,徐海,徐海_353,782,264,东北,哈尔滨
3233,李辉,李辉_563,710,227,华南,海口
3234,朱洋Tech,朱洋Tech_650,905,691,东北,大连
3235,高芳,高芳,530,221,东北,大连
3236,徐明,徐明,678,115,华北,天津
3237,何明,何明,627,92,华东,福州
3238,朱峰,朱峰_867,397,691,西北,西安
3239,黄伟,黄伟,362,798,西北,银川
3240,高勇,高勇,174,613,西南,拉萨
3241,林静,林静,348,486,华南,珠海
3242,马丽,马丽,526,191,华中,长沙
3243,陈海2024,陈海2024_777,977,621,西南,昆明
3244,赵伟,赵伟,479,219,西北,西安
3245,李峰,李峰_414,716,706,西南,贵阳
3246,王勇,王勇_370,489,225,西北,兰州
3247,何辉,何辉,146,733,华中,武汉
3248,马洋,马洋_883,293,134,东北,大连
3249,林涛,林涛,746,756,华北,呼和浩特
3250,周杰,周杰_406,835,511,华南,珠海
3251,黄洋,黄洋_887,534,262,东北,沈阳
3252,王明,王明_101,729,690,西南,贵阳
3253,林丽,林丽_179,216,643,西南,成都
3254,黄燕,黄燕_190,386,723,华东,合肥
3255,赵霞@AI,赵霞@AI,425,344,华中,武汉
3256,胡海,胡海_916,588,701,东北,哈尔滨
3257,黄强,黄强_536,327,524,西北,西宁
3258,赵敏2024,赵敏2024,722,789,华南,佛山
3259,吴鹏,吴鹏_220,468,786,华南,广州
3260,徐静,徐静,567,126,西北,乌鲁木齐
3261,胡涛Tech,胡涛Tech_998,260,155,华北,北京
3262,周辉@AI,周辉@AI,936,670,西南,昆明
3263,陈强@AI,陈强@AI,798,768,西南,重庆
3264,吴芳,吴芳_956,431,522,华北,太原
3265,刘芳,刘芳_328,729,629,华中,郑州
3266,胡娜,胡娜_119,433,741,东北,大连
3267,吴鹏@AI,吴鹏@AI_994,634,600,东北,沈阳
3268,何燕,何燕,487,492,东北,长春
3269,郭磊,郭磊_564,627,580,西南,重庆
3270,王伟,王伟,749,542,华南,南宁
3271,徐燕,徐燕_467,399,248,华中,武汉
3272,胡海,胡海,636,93,华南,海口
3273,马辉@AI,马辉@AI_842,988,773,西北,西宁
3274,何静_Pro,何静_Pro_439,894,297,华南,珠海
3275,马娜2024,马娜2024_206,725,263,华中,郑州
3276,胡磊,胡磊,466,616,华北,石家庄
3277,林娜,林娜,460,530,华南,海口
3278,马杰2024,马杰2024_554,375,688,华南,海口
3279,刘芳DISC,刘芳DISC_470,780,760,华北,太原
3280,陈燕,陈燕_234,880,362,东北,大连
3281,刘娜,刘娜,254,92,西南,成都
3282,周杰,周杰_774,596,754,华中,南昌
3283,高静DISC,高静DISC_972,387,284,华北,北京
3284,吴芳,吴芳_204,357,233,华南,南宁
3285,林静2024,林静2024,951,757,华北,石家庄
3286,林娜2024,林娜2024_625,815,53,西南,昆明
3287,王鹏Tech,王鹏Tech,491,307,东北,长春
3288,罗明,罗明_192,785,119,华南,南宁
3289,罗鹏,罗鹏_612,250,103,华北,太原
3290,李军DISC,李军DISC_581,921,322,华中,武汉
3291,徐磊,徐磊_147,971,675,华北,太原
3292,李杰,李杰,970,85,华东,合肥
3293,何海,何海,111,157,东北,大连
3294,何静,何静,277,726,东北,长春
3295,高辉_Pro,高辉_Pro,898,315,西北,乌鲁木齐
3296,王海2024,王海2024_445,575,362,华东,杭州
3297,罗敏,罗敏_593,544,474,华南,深圳
3298,张涛,张涛,285,314,华东,合肥
3299,徐明,徐明,543,328,华北,呼和浩特
3300,李勇,李勇,501,740,西北,西安
3301,罗涛,罗涛_657,917,241,华北,天津
3302,孙丽2024,孙丽2024_505,526,649,华中,长沙
3303,郭鹏_Pro,郭鹏_Pro_594,721,785,东北,沈阳
3304,马峰Tech,马峰Tech_766,845,507,华北,北京
3305,何洋,何洋_552,205,701,华东,福州
3306,张敏,张敏,876,97,华北,石家庄
3307,朱海,朱海_828,930,342,西北,乌鲁木齐
3308,孙伟,孙伟_656,227,51,东北,哈尔滨
3309,周芳,周芳_267,795,439,华中,武汉
3310,徐霞,徐霞_214,416,206,华中,南昌
3311,林海Tech,林海Tech,931,795,华南,海口
3312,黄明,黄明_724,156,315,华东,杭州
3313,高明,高明,643,615,华北,呼和浩特
3314,陈勇,陈勇_313,588,278,华东,上海
3315,罗强,罗强_140,949,301,华北,北京
3316,林军,林军,932,506,华北,北京
3317,王峰,王峰,849,560,华北,北京
3318,高娜,高娜_375,334,619,华东,南京
3319,周丽Tech,周丽Tech,302,210,华南,南宁
3320,黄伟,黄伟_584,658,239,华南,深圳
3321,张强,张强,129,63,东北,长春
3322,李杰,李杰,923,336,华南,珠海
3323,林敏Tech,林敏Tech_155,182,722,东北,哈尔滨
3324,刘明_Pro,刘明_Pro_729,613,95,华南,南宁
3325,吴静@AI,吴静@AI_372,226,138,西北,西安
3326,胡峰,胡峰,501,77,华中,武汉
3327,林军_Pro,林军_Pro,279,374,华东,济南
3328,吴辉,吴辉_382,811,330,西南,重庆
3329,陈鹏,陈鹏,118,484,西北,银川
3330,徐霞,徐霞,765,235,西北,兰州
3331,孙涛,孙涛_138,530,154,华北,呼和浩特
3332,朱燕Tech,朱燕Tech,988,423,东北,大连
3333,赵芳,赵芳,189,397,华北,北京
3334,郭鹏_Pro,郭鹏_Pro,271,306,华南,深圳
3335,徐杰@AI,徐杰@AI,468,193,华南,深圳
3336,张丽,张丽_780,836,527,华南,南宁
3337,张海,张海_194,310,290,华南,南宁
3338,徐磊,徐磊,599,234,华中,武汉
3339,吴静,吴静,804,387,华南,深圳
3340,王静,王静_388,781,490,华东,济南
3341,张鹏Tech,张鹏Tech_450,976,595,东北,哈尔滨
3342,徐芳,徐芳_158,262,606,华北,北京
3343,高伟Tech,高伟Tech,195,698,华中,南昌
3344,陈燕Tech,陈燕Tech,255,745,华南,珠海
3345,王辉,王辉,421,518,华东,福州
3346,林敏,林敏_503,659,587,华北,呼和浩特
3347,周磊,周磊_308,971,612,西北,兰州
3348,王鹏,王鹏,473,539,华中,南昌
3349,徐海Tech,徐海Tech,309,489,华中,南昌
3350,高强,高强_368,890,462,华南,广州
3351,何明,何明,975,571,西北,西宁
3352,罗杰DISC,罗杰DISC,315,668,华北,石家庄
3353,朱霞_Pro,朱霞_Pro,201,585,东北,大连
3354,王娜,王娜,462,669,华东,福州
3355,周杰,周杰_358,912,128,华北,呼和浩特
3356,赵芳,赵芳_251,109,308,西北,西宁
3357,刘敏,刘敏_544,668,589,华东,合肥
3358,何伟@AI,何伟@AI_582,614,222,东北,哈尔滨
3359,周强,周强,829,553,西南,拉萨
3360,林鹏,林鹏,730,357,西北,乌鲁木齐
3361,马芳,马芳_742,259,418,华东,济南
3362,吴明Tech,吴明Tech,973,160,西北,西宁
3363,林涛,林涛_846,586,58,西南,成都
3364,黄涛,黄涛,387,78,华东,南昌
3365,徐霞DISC,徐霞DISC_583,763,161,华东,南京
3366,何敏DISC,何敏DISC_540,768,488,华东,福州
3367,胡海,胡海_690,112,713,华南,南宁
3368,周海Tech,周海Tech,662,638,华北,太原
3369,王海,王海_670,569,699,西北,西宁
3370,李峰,李峰_591,310,221,西南,拉萨
3371,孙杰_Pro,孙杰_Pro_575,909,703,华北,天津
3372,朱伟2024,朱伟2024,426,158,华南,南宁
3373,马杰_Pro,马杰_Pro,496,737,西南,贵阳
3374,郭军,郭军_236,954,455,西南,昆明
3375,郭静,郭静_393,421,429,东北,哈尔滨
3376,吴敏,吴敏,177,795,华中,郑州
3377,吴海,吴海,657,638,西南,昆明
3378,赵敏,赵敏_552,636,441,华中,长沙
3379,李鹏,李鹏_480,430,598,东北,哈尔滨
3380,何辉,何辉,918,211,东北,长春
3381,马海_Pro,马海_Pro_188,656,773,东北,长春
3382,陈伟2024,陈伟2024,731,518,华中,郑州
3383,王强,王强_263,323,54,西北,兰州
3384,林杰,林杰,791,110,东北,沈阳
3385,郭海,郭海,899,651,东北,沈阳
3386,胡海,胡海_459,534,299,东北,长春
3387,高杰,高杰_552,729,83,华中,武汉
3388,孙敏,孙敏,404,223,西北,银川
3389,孙燕,孙燕_149,261,336,西南,昆明
3390,胡霞,胡霞,212,317,东北,大连
3391,马磊2024,马磊2024,946,513,华北,呼和浩特
3392,马辉,马辉_251,299,72,西北,西宁
3393,罗涛2024,罗涛2024,837,645,东北,大连
3394,张霞,张霞_350,587,117,东北,哈尔滨
3395,吴芳,吴芳_840,543,397,华东,南昌
3396,林强,林强_763,884,607,东北,长春
3397,徐鹏@AI,徐鹏@AI_182,546,621,西北,银川
3398,郭峰,郭峰,272,767,华南,南宁
3399,孙燕,孙燕_726,698,683,西北,银川
3400,刘杰,刘杰,100,730,东北,哈尔滨
3401,马涛,马涛,167,395,东北,哈尔滨
3402,张辉@AI,张辉@AI_709,355,77,西北,西宁
3403,郭敏,郭敏_505,529,449,华南,广州
3404,马勇,马勇_341,938,678,华中,郑州
3405,何军,何军,859,638,华东,南京
3406,徐辉DISC,徐辉DISC_265,864,340,华南,南宁
3407,周明@AI,周明@AI_228,722,660,华北,北京
3408,郭伟@AI,郭伟@AI,813,683,西北,乌鲁木齐
3409,王勇_Pro,王勇_Pro_329,202,328,华东,南昌
3410,张燕_Pro,张燕_Pro_524,859,771,东北,大连
3411,罗芳DISC,罗芳DISC,142,787,华东,济南
3412,周勇,周勇_806,246,725,华北,呼和浩特
3413,胡杰,胡杰,672,274,东北,长春
3414,林海,林海_265,283,260,华中,武汉
3415,吴明@AI,吴明@AI,420,658,西南,重庆
3416,张勇,张勇_526,490,381,西南,昆明
3417,高鹏,高鹏,133,363,华中,郑州
3418,胡静2024,胡静2024_815,426,790,西南,重庆
3419,孙磊_Pro,孙磊_Pro_193,122,218,华北,太原
3420,郭军,郭军,873,552,华中,郑州
3421,吴磊,吴磊_271,751,662,华东,济南
3422,胡芳,胡芳_321,905,225,华南,南宁
3423,徐峰,徐峰,577,723,西南,贵阳
3424,胡丽DISC,胡丽DISC,265,383,西北,银川
3425,胡鹏,胡鹏,705,375,华北,呼和浩特
3426,徐伟2024,徐伟2024_284,454,200,华中,武汉
3427,陈杰,陈杰,666,673,东北,大连
3428,刘燕,刘燕_609,623,670,华南,佛山
3429,王伟,王伟,713,133,东北,长春
3430,孙丽,孙丽,280,533,华中,武汉
3431,周军,周军_132,959,427,西南,昆明
3432,刘敏,刘敏,183,57,华东,上海
3433,陈芳,陈芳,838,787,华北,北京
3434,吴军,吴军,341,90,华北,太原
3435,罗芳_Pro,罗芳_Pro,929,327,西南,拉萨
3436,王海,王海_992,127,563,华北,太原
3437,赵丽,赵丽,657,776,西北,西宁
3438,王勇,王勇,841,797,东北,长春
3439,刘芳,刘芳_651,219,107,华东,上海
3440,吴霞,吴霞,354,272,华北,北京
3441,孙霞,孙霞,265,160,华北,石家庄
3442,胡峰@AI,胡峰@AI_410,497,655,华北,太原
3443,郭杰,郭杰_332,902,160,华北,太原
3444,马杰,马杰,374,630,西北,西安
3445,孙鹏,孙鹏_999,290,436,华东,济南
3446,陈霞,陈霞,638,660,华中,南昌
3447,林伟,林伟,161,622,华南,广州
3448,黄磊2024,黄磊2024,904,180,华东,济南
3449,孙明,孙明,661,412,西南,成都
3450,郭海_Pro,郭海_Pro,460,689,华东,南京
3451,朱明,朱明_748,345,429,华中,南昌
3452,胡勇,胡勇_920,813,198,华东,福州
3453,陈辉_Pro,陈辉_Pro,393,762,华北,太原
3454,朱敏,朱敏,748,299,西南,重庆
3455,郭涛,郭涛_836,478,311,华东,南京
3456,林芳,林芳_515,658,61,东北,大连
3457,张燕,张燕_248,852,140,华中,武汉
3458,王磊,王磊_478,907,410,东北,沈阳
3459,周娜DISC,周娜DISC_405,417,341,西北,乌鲁木齐
3460,林燕@AI,林燕@AI,303,96,西北,兰州
3461,张勇,张勇,365,525,西北,西宁
3462,张丽,张丽_496,120,585,华东,南昌
3463,王敏_Pro,王敏_Pro_855,978,150,西南,贵阳
3464,朱敏,朱敏_948,752,522,华南,深圳
3465,吴军@AI,吴军@AI,863,239,西南,昆明
3466,黄勇,黄勇,754,400,东北,大连
3467,罗静_Pro,罗静_Pro_334,579,494,东北,长春
3468,胡洋,胡洋_352,677,399,华南,广州
3469,杨海,杨海_481,787,655,东北,大连
3470,徐磊,徐磊,557,218,西北,乌鲁木齐
3471,陈强,陈强_810,637,508,华南,佛山
3472,王鹏,王鹏,714,109,华中,武汉
3473,杨杰,杨杰_613,732,427,华南,佛山
3474,高敏,高敏,350,445,华南,珠海
3475,郭辉,郭辉,133,356,华北,石家庄
3476,何丽,何丽,319,549,华中,武汉
3477,王海,王海,866,228,华东,杭州
3478,高峰,高峰,107,797,华南,深圳
3479,孙海_Pro,孙海_Pro_655,505,141,东北,长春
3480,杨明,杨明_596,606,208,东北,大连
3481,马磊,马磊,289,557,华南,佛山
3482,郭强,郭强,368,620,华南,深圳
3483,马伟@AI,马伟@AI,716,523,华中,武汉
3484,徐海,徐海,748,566,东北,大连
3485,张海,张海_961,392,340,西南,拉萨
3486,胡明DISC,胡明DISC,356,334,西南,昆明
3487,周涛,周涛_499,618,575,西南,贵阳
3488,朱海,朱海_790,302,121,华中,南昌
3489,何杰,何杰_903,902,480,华北,太原
3490,王丽@AI,王丽@AI,588,233,西北,西安
3491,陈伟2024,陈伟2024,401,179,华南,海口
3492,徐芳,徐芳_745,926,537,东北,长春
3493,刘军,刘军,925,478,华东,合肥
3494,郭明,郭明_839,157,257,华东,南昌
3495,马静,马静,739,180,华东,南昌
3496,孙鹏,孙鹏_380,762,760,华东,合肥
3497,吴静2024,吴静2024,250,595,西北,银川
3498,陈海,陈海,371,268,华东,济南
3499,孙伟2024,孙伟2024,673,619,东北,哈尔滨
3500,马勇,马勇_750,923,435,华北,石家庄
3501,陈丽Tech,陈丽Tech_160,813,263,西南,重庆
3502,陈鹏,陈鹏,823,419,西南,拉萨
3503,黄海,黄海,692,564,西南,昆明
3504,何芳,何芳_844,661,596,华中,长沙
3505,何静Tech,何静Tech_450,214,398,华东,济南
3506,高静2024,高静2024_759,338,559,华东,合肥
3507,孙辉,孙辉_283,352,304,华北,北京
3508,黄辉,黄辉_966,685,151,华北,石家庄
3509,高娜,高娜,178,453,东北,大连
3510,王鹏,王鹏_383,642,138,西南,重庆
3511,高鹏,高鹏_482,647,401,东北,哈尔滨
3512,郭芳Tech,郭芳Tech_333,360,722,西北,乌鲁木齐
3513,杨霞,杨霞_180,330,668,西北,西安
3514,陈静Tech,陈静Tech_990,146,591,华南,深圳
3515,杨杰,杨杰,657,313,东北,长春
3516,马海,马海,540,172,东北,大连
3517,郭海@AI,郭海@AI,548,283,华南,海口
3518,吴霞,吴霞_280,100,788,华北,呼和浩特
3519,周强,周强_843,108,261,西北,兰州
3520,刘军,刘军_823,631,576,华东,上海
3521,徐鹏,徐鹏,916,571,西北,西宁
3522,陈静,陈静_923,966,465,华南,深圳
3523,孙海,孙海,718,452,华北,北京
3524,何磊@AI,何磊@AI_621,173,279,华中,南昌
3525,朱娜@AI,朱娜@AI,422,776,华北,北京
3526,马明,马明,676,680,华东,合肥
3527,马强,马强_963,155,124,华南,海口
3528,张燕,张燕,881,599,西南,昆明
3529,胡伟,胡伟,789,182,华中,长沙
3530,马磊Tech,马磊Tech,147,390,西南,成都
3531,吴杰,吴杰_133,233,788,东北,哈尔滨
3532,王杰,王杰,540,60,华南,广州
3533,朱勇2024,朱勇2024_365,494,712,东北,哈尔滨
3534,朱敏,朱敏,732,524,西南,成都
3535,周霞_Pro,周霞_Pro_793,478,256,西南,昆明
3536,孙丽Tech,孙丽Tech_664,327,242,西北,西安
3537,吴霞,吴霞_754,322,84,华南,佛山
3538,周丽,周丽_732,553,446,华中,武汉
3539,徐涛,徐涛_767,994,339,华中,南昌
3540,郭勇,郭勇_366,870,191,东北,沈阳
3541,何辉_Pro,何辉_Pro_407,297,581,华东,杭州
3542,刘海,刘海,866,767,华南,深圳
3543,赵明,赵明_312,239,729,华南,海口
3544,吴涛DISC,吴涛DISC,391,369,华南,广州
3545,郭峰,郭峰_469,126,627,华南,深圳
3546,王霞,王霞,180,302,华南,珠海
3547,赵强,赵强,420,566,华东,南京
3548,何丽Tech,何丽Tech_756,436,322,华东,济南
3549,张敏_Pro,张敏_Pro_247,626,420,东北,大连
